order,sub_no,cond,trial,id,p,x,q,y,choice
3,5,1,18,7,10,400,70,100,1
3,5,1,19,76,30,500,60,200,1
3,5,1,20,3,10,500,70,200,1
3,5,1,21,49,60,300,80,200,0
3,5,1,22,119,10,500,70,300,1
3,5,1,23,130,90,300,80,100,0
3,5,1,24,56,30,500,90,200,1
3,5,1,25,149,80,300,10,200,0
3,5,1,26,19,30,400,70,100,0
3,5,1,27,32,30,500,70,100,0
3,5,1,28,4,80,300,90,100,0
3,5,1,29,92,30,400,90,300,1
3,5,1,30,43,30,300,90,100,1
3,5,1,31,6,10,400,90,300,1
3,5,1,32,67,10,500,90,200,1
3,5,1,33,33,10,500,30,100,1
3,5,1,34,71,70,400,80,200,0
3,5,1,35,38,30,400,60,300,1
3,5,1,36,60,30,200,90,100,0
3,5,1,37,97,30,300,70,100,1
3,5,1,38,23,60,500,80,200,0
3,5,1,39,28,70,200,90,100,0
3,5,1,40,93,30,400,80,300,1
3,5,1,41,85,10,500,80,100,0
3,5,1,42,114,10,500,80,200,1
3,5,1,43,147,90,500,10,400,0
3,5,1,44,112,10,200,60,100,1
3,5,1,45,51,30,400,90,200,1
3,5,1,46,40,60,300,70,200,1
3,5,1,47,8,60,400,70,300,1
3,5,1,48,25,30,500,90,400,1
3,5,1,49,141,90,500,60,500,0
3,5,1,50,48,60,200,90,100,0
3,5,1,51,142,80,300,80,200,1
3,5,1,52,72,30,500,90,300,1
3,5,1,53,91,30,400,70,300,1
3,5,1,54,95,80,300,90,200,1
3,5,1,55,36,70,400,80,300,0
3,5,1,56,63,70,300,80,100,0
3,5,1,57,57,10,400,60,200,1
3,5,1,58,10,30,500,80,400,1
3,5,1,59,22,10,400,80,300,1
3,5,1,60,79,10,300,60,100,1
3,5,1,61,88,30,500,90,100,1
3,5,1,62,80,10,300,60,200,1
3,5,1,63,50,10,500,80,300,1
3,5,1,64,17,60,400,80,200,0
3,5,1,65,74,60,500,70,100,0
3,5,1,66,77,70,200,80,100,0
3,5,1,67,75,60,400,80,100,0
3,5,1,68,84,60,400,90,100,0
3,5,1,69,115,30,400,90,100,0
3,5,1,70,126,90,300,90,200,0
3,5,1,71,105,10,500,90,400,1
3,5,1,72,47,30,500,80,200,1
3,5,1,73,11,70,500,80,400,1
3,5,1,74,120,70,500,90,100,0
3,5,1,75,144,60,300,30,100,0
3,5,1,76,59,10,500,90,100,1
3,5,1,77,110,10,300,30,100,1
3,5,1,78,127,90,400,30,300,0
3,5,1,79,53,60,500,80,300,1
3,5,1,80,140,60,500,30,300,0
3,5,1,81,83,30,500,70,300,1
3,5,1,82,118,60,500,70,200,0
3,5,1,83,139,80,200,60,100,0
3,5,1,84,52,70,500,80,300,1
3,5,1,85,27,10,300,80,100,1
3,5,1,86,137,30,400,10,200,0
3,5,1,87,94,60,500,90,400,1
3,5,1,88,121,30,500,10,400,0
3,5,1,89,66,10,200,70,100,1
3,5,1,90,14,30,400,60,200,1
3,5,1,91,21,10,300,70,100,1
3,5,1,92,123,80,500,10,300,0
3,5,1,93,42,10,300,90,100,1
3,5,1,94,64,10,200,30,100,1
3,5,1,95,46,70,300,80,200,1
3,5,1,96,44,30,500,70,400,1
3,5,1,97,16,10,300,80,200,1
3,5,1,98,78,10,300,90,200,1
3,5,1,99,122,90,200,80,200,0
3,5,1,100,103,10,500,70,400,1
3,5,1,101,15,30,500,60,400,1
3,5,1,102,109,30,300,80,100,1
3,5,1,103,70,60,500,90,100,0
3,5,1,104,37,70,400,90,200,1
3,5,1,105,12,60,400,80,300,1
3,5,1,106,55,60,200,80,100,0
3,5,1,107,9,10,400,30,100,1
3,5,1,108,134,30,100,10,100,0
